SAMPLING_PURPOSE,SAMPLING_DATE ,ORIGINAL_SPECIES,BREED,ANIMAL_TYPE,AGE_CATEGORY,SAMPLE_TYPE,SEX,AGE,ORGANISM,ANTIBIOTIC,DISEASE,INTERPRETATION
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ceftriaxone, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Chloramphenical 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ciprofloxacin ( except salmonella spp) 5ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Gentamycin 10 ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Imipenem, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Nalidixic acid 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Streptomycin, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Tetracycline, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Trimethoprim-sulfamethoxazole 1.27/23.75 ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ampicillin 10 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Chloramphenical 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ciprofloxacin 5ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Erythromycin 15 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Tetracycline 30 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Vancomycin (VA) 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Amoxicillin-clavulanate, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ampicillin 10 µg, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Cefepime 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ceftriaxone, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Chloramphenical 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ciprofloxacin ( except salmonella spp) 5ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Gentamycin 10 ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Imipenem, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Nalidixic acid 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Streptomycin, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Tetracycline, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Trimethoprim-sulfamethoxazole 1.27/23.75 ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ampicillin 10 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Chloramphenical 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ciprofloxacin 5ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Erythromycin 15 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Tetracycline 30 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Vancomycin (VA) 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Amoxicillin-clavulanate, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ampicillin 10 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Cefepime 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ceftriaxone, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Chloramphenical 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ciprofloxacin ( except salmonella spp) 5ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Gentamycin 10 ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Imipenem, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Nalidixic acid 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Streptomycin, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Tetracycline, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Trimethoprim-sulfamethoxazole 1.27/23.75 ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ampicillin 10 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Chloramphenical 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ciprofloxacin 5ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Erythromycin 15 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Tetracycline 30 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Vancomycin (VA) 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Amoxicillin-clavulanate, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ampicillin 10 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Cefepime 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ceftriaxone, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Chloramphenical 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ciprofloxacin ( except salmonella spp) 5ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Gentamycin 10 ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Imipenem, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Nalidixic acid 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Streptomycin, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Tetracycline, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Trimethoprim-sulfamethoxazole 1.27/23.75 ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ampicillin 10 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Chloramphenical 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ciprofloxacin 5ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Erythromycin 15 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Tetracycline 30 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Vancomycin (VA) 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Amoxicillin-clavulanate, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ampicillin 10 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Cefepime 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ceftriaxone, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Chloramphenical 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ciprofloxacin ( except salmonella spp) 5ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Gentamycin 10 ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Imipenem, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Nalidixic acid 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Streptomycin, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Tetracycline, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Trimethoprim-sulfamethoxazole 1.27/23.75 ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ampicillin 10 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Chloramphenical 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ciprofloxacin 5ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Erythromycin 15 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Tetracycline 30 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Vancomycin (VA) 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic,Layer , , ,microbial isolate, , ,Escherichia coli,Amoxicillin-clavulanate, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Amoxicillin-clavulanate, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ampicillin 10 µg, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Cefepime 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ceftriaxone, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Chloramphenical 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ciprofloxacin ( except salmonella spp) 5ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Gentamycin 10 ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Meropenem 10ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Nalidixic acid 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Streptomycin, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Tetracycline, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Trimethoprim-sulfamethoxazole 1.27/23.75 ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ampicillin 10 µg, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Chloramphenical 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ciprofloxacin 5ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Erythromycin 15 µg, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Tetracycline 30 µg, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Vancomycin (VA) 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Amoxicillin-clavulanate, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ampicillin 10 µg, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Cefepime 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ceftriaxone, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Chloramphenical 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ciprofloxacin ( except salmonella spp) 5ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Gentamycin 10 ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Meropenem 10ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Nalidixic acid 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Streptomycin, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Tetracycline, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Trimethoprim-sulfamethoxazole 1.27/23.75 ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ampicillin 10 µg, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Chloramphenical 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ciprofloxacin 5ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Erythromycin 15 µg, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Tetracycline 30 µg, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Vancomycin (VA) 30ug, ,OK
Active AMR Surveillance,16/06/2025,Avian-Domestic,Broiler , , ,microbial isolate, , ,Escherichia coli,Amoxicillin-clavulanate, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ampicillin 10 µg, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Cefepime 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ceftriaxone, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Chloramphenical 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ciprofloxacin ( except salmonella spp) 5ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Gentamycin 10 ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Meropenem 10ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Nalidixic acid 30ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Streptomycin, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Tetracycline, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Trimethoprim-sulfamethoxazole 1.27/23.75 ug, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ampicillin 10 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Chloramphenical 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ciprofloxacin 5ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Erythromycin 15 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Tetracycline 30 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Vancomycin (VA) 30ug, ,SA
Active AMR Surveillance,16/06/2025,Avian-Domestic,Broiler , , ,microbial isolate, , ,Escherichia coli,Amoxicillin-clavulanate, ,OK
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ampicillin 10 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Cefepime 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ceftriaxone, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Chloramphenical 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Ciprofloxacin ( except salmonella spp) 5ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Gentamycin 10 ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Imipenem, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Nalidixic acid 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Streptomycin, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Tetracycline, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Trimethoprim-sulfamethoxazole 1.27/23.75 ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ampicillin 10 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Chloramphenical 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Ciprofloxacin 5ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Erythromycin 15 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Tetracycline 30 µg, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Enterococcus Sp.,Vancomycin (VA) 30ug, ,SA
Active AMR Surveillance,2025-10-06 00:00:00,Avian-Domestic, , , ,microbial isolate, , ,Escherichia coli,Amoxicillin-clavulanate, ,SA
